"","period","orgunit","variable_name","value"
"27264","2016Q1","CS Perere","presumptive_test",0
"27265","2016Q4","CS Perere","presumptive_test",17
"27266","2016Q2","CS Perere","presumptive_test",7
"27267","2016Q3","CS Perere","presumptive_test",19
"27268","2016Q1","CS Perere","presumptive_testpos",0
"27269","2016Q4","CS Perere","presumptive_testpos",1
"27270","2016Q2","CS Perere","presumptive_testpos",1
"27271","2016Q3","CS Perere","presumptive_testpos",3
"27272","2016Q4","CS Perere","newrel_labconf_coh",2
"27273","2016Q3","CS Perere","newrel_labconf_coh",3
"27274","2017Q1","CS Perere","newrel_labconf_coh",2
"27275","2017Q4","CS Perere","newrel_labconf_coh",1
"27276","2017Q2","CS Perere","newrel_labconf_coh",3
"27277","2017Q3","CS Perere","newrel_labconf_coh",4
"27278","2016Q4","CS Perere","newrel_clindx_coh",1
"27279","2016Q3","CS Perere","newrel_clindx_coh",1
"27280","2017Q1","CS Perere","newrel_clindx_coh",0
"27281","2017Q4","CS Perere","newrel_clindx_coh",0
"27282","2017Q2","CS Perere","newrel_clindx_coh",0
"27283","2017Q3","CS Perere","newrel_clindx_coh",0
"27284","2016Q4","CS Perere","newrel_labconf_fail",0
"27285","2016Q4","CS Perere","newrel_labconf_neval",0
"27286","2016Q4","CS Perere","newrel_labconf_died",0
"27287","2016Q4","CS Perere","newrel_labconf_lost",0
"27288","2016Q4","CS Perere","newrel_labconf_cmplt",0
"27289","2016Q4","CS Perere","newrel_labconf_cur",2
"27290","2016Q3","CS Perere","newrel_labconf_fail",0
"27291","2016Q3","CS Perere","newrel_labconf_neval",0
"27292","2016Q3","CS Perere","newrel_labconf_died",0
"27293","2016Q3","CS Perere","newrel_labconf_lost",0
"27294","2016Q3","CS Perere","newrel_labconf_cmplt",0
"27295","2016Q3","CS Perere","newrel_labconf_cur",3
"27296","2017Q1","CS Perere","newrel_labconf_fail",0
"27297","2017Q1","CS Perere","newrel_labconf_neval",0
"27298","2017Q1","CS Perere","newrel_labconf_died",0
"27299","2017Q1","CS Perere","newrel_labconf_lost",0
"27300","2017Q1","CS Perere","newrel_labconf_cmplt",0
"27301","2017Q1","CS Perere","newrel_labconf_cur",2
"27302","2017Q4","CS Perere","newrel_labconf_fail",0
"27303","2017Q4","CS Perere","newrel_labconf_neval",0
"27304","2017Q4","CS Perere","newrel_labconf_died",0
"27305","2017Q4","CS Perere","newrel_labconf_lost",0
"27306","2017Q4","CS Perere","newrel_labconf_cmplt",0
"27307","2017Q4","CS Perere","newrel_labconf_cur",1
"27308","2017Q2","CS Perere","newrel_labconf_fail",0
"27309","2017Q2","CS Perere","newrel_labconf_neval",0
"27310","2017Q2","CS Perere","newrel_labconf_died",0
"27311","2017Q2","CS Perere","newrel_labconf_lost",0
"27312","2017Q2","CS Perere","newrel_labconf_cmplt",0
"27313","2017Q2","CS Perere","newrel_labconf_cur",3
"27314","2017Q3","CS Perere","newrel_labconf_fail",0
"27315","2017Q3","CS Perere","newrel_labconf_neval",0
"27316","2017Q3","CS Perere","newrel_labconf_died",0
"27317","2017Q3","CS Perere","newrel_labconf_lost",0
"27318","2017Q3","CS Perere","newrel_labconf_cmplt",0
"27319","2017Q3","CS Perere","newrel_labconf_cur",4
"27320","2016Q4","CS Perere","newrel_clindx_neval",0
"27321","2016Q4","CS Perere","newrel_clindx_died",0
"27322","2016Q4","CS Perere","newrel_clindx_lost",0
"27323","2016Q4","CS Perere","newrel_clindx_cmplt",1
"27324","2016Q3","CS Perere","newrel_clindx_neval",0
"27325","2016Q3","CS Perere","newrel_clindx_died",0
"27326","2016Q3","CS Perere","newrel_clindx_lost",0
"27327","2016Q3","CS Perere","newrel_clindx_cmplt",1
"27328","2017Q1","CS Perere","newrel_clindx_neval",0
"27329","2017Q1","CS Perere","newrel_clindx_died",0
"27330","2017Q1","CS Perere","newrel_clindx_lost",0
"27331","2017Q1","CS Perere","newrel_clindx_cmplt",0
"27332","2017Q4","CS Perere","newrel_clindx_neval",0
"27333","2017Q4","CS Perere","newrel_clindx_died",0
"27334","2017Q4","CS Perere","newrel_clindx_lost",0
"27335","2017Q4","CS Perere","newrel_clindx_cmplt",0
"27336","2017Q2","CS Perere","newrel_clindx_neval",0
"27337","2017Q2","CS Perere","newrel_clindx_died",0
"27338","2017Q2","CS Perere","newrel_clindx_lost",0
"27339","2017Q2","CS Perere","newrel_clindx_cmplt",0
"27340","2017Q3","CS Perere","newrel_clindx_neval",0
"27341","2017Q3","CS Perere","newrel_clindx_died",0
"27342","2017Q3","CS Perere","newrel_clindx_lost",0
"27343","2017Q3","CS Perere","newrel_clindx_cmplt",0
"27344","2016Q4","CS Perere","newrel_04m",0
"27345","2016Q4","CS Perere","newrel_04f",0
"27346","2016Q4","CS Perere","newrel_514m",1
"27347","2016Q4","CS Perere","newrel_514f",0
"27348","2016Q4","CS Perere","newrel_1524m",0
"27349","2016Q4","CS Perere","newrel_1524f",0
"27350","2016Q4","CS Perere","newrel_2534m",0
"27351","2016Q4","CS Perere","newrel_2534f",0
"27352","2016Q4","CS Perere","newrel_3544m",1
"27353","2016Q4","CS Perere","newrel_3544f",1
"27354","2016Q4","CS Perere","newrel_4554m",0
"27355","2016Q4","CS Perere","newrel_4554f",0
"27356","2016Q4","CS Perere","newrel_5564m",0
"27357","2016Q4","CS Perere","newrel_5564f",0
"27358","2016Q4","CS Perere","newrel_65m",0
"27359","2016Q4","CS Perere","newrel_65f",0
"27360","2016Q3","CS Perere","newrel_04m",0
"27361","2016Q3","CS Perere","newrel_04f",0
"27362","2016Q3","CS Perere","newrel_514m",0
"27363","2016Q3","CS Perere","newrel_514f",0
"27364","2016Q3","CS Perere","newrel_1524m",0
"27365","2016Q3","CS Perere","newrel_1524f",0
"27366","2016Q3","CS Perere","newrel_2534m",0
"27367","2016Q3","CS Perere","newrel_2534f",1
"27368","2016Q3","CS Perere","newrel_3544m",2
"27369","2016Q3","CS Perere","newrel_3544f",0
"27370","2016Q3","CS Perere","newrel_4554m",0
"27371","2016Q3","CS Perere","newrel_4554f",0
"27372","2016Q3","CS Perere","newrel_5564m",1
"27373","2016Q3","CS Perere","newrel_5564f",0
"27374","2016Q3","CS Perere","newrel_65m",0
"27375","2016Q3","CS Perere","newrel_65f",0
"27376","2017Q1","CS Perere","newrel_04m",0
"27377","2017Q1","CS Perere","newrel_04f",0
"27378","2017Q1","CS Perere","newrel_514m",0
"27379","2017Q1","CS Perere","newrel_514f",0
"27380","2017Q1","CS Perere","newrel_1524m",0
"27381","2017Q1","CS Perere","newrel_1524f",0
"27382","2017Q1","CS Perere","newrel_2534m",0
"27383","2017Q1","CS Perere","newrel_2534f",0
"27384","2017Q1","CS Perere","newrel_3544m",0
"27385","2017Q1","CS Perere","newrel_3544f",0
"27386","2017Q1","CS Perere","newrel_4554m",1
"27387","2017Q1","CS Perere","newrel_4554f",0
"27388","2017Q1","CS Perere","newrel_5564m",0
"27389","2017Q1","CS Perere","newrel_5564f",0
"27390","2017Q1","CS Perere","newrel_65m",1
"27391","2017Q1","CS Perere","newrel_65f",0
"27392","2017Q1","CS Perere","newrel_um",0
"27393","2017Q1","CS Perere","newrel_uf",0
"27394","2017Q4","CS Perere","newrel_04m",0
"27395","2017Q4","CS Perere","newrel_04f",0
"27396","2017Q4","CS Perere","newrel_514m",0
"27397","2017Q4","CS Perere","newrel_514f",0
"27398","2017Q4","CS Perere","newrel_1524m",0
"27399","2017Q4","CS Perere","newrel_1524f",0
"27400","2017Q4","CS Perere","newrel_2534m",1
"27401","2017Q4","CS Perere","newrel_2534f",0
"27402","2017Q4","CS Perere","newrel_3544m",0
"27403","2017Q4","CS Perere","newrel_3544f",0
"27404","2017Q4","CS Perere","newrel_4554m",0
"27405","2017Q4","CS Perere","newrel_4554f",0
"27406","2017Q4","CS Perere","newrel_5564m",0
"27407","2017Q4","CS Perere","newrel_5564f",0
"27408","2017Q4","CS Perere","newrel_65m",0
"27409","2017Q4","CS Perere","newrel_65f",0
"27410","2017Q2","CS Perere","newrel_04m",0
"27411","2017Q2","CS Perere","newrel_04f",0
"27412","2017Q2","CS Perere","newrel_514m",0
"27413","2017Q2","CS Perere","newrel_514f",0
"27414","2017Q2","CS Perere","newrel_1524m",0
"27415","2017Q2","CS Perere","newrel_1524f",0
"27416","2017Q2","CS Perere","newrel_2534m",0
"27417","2017Q2","CS Perere","newrel_2534f",0
"27418","2017Q2","CS Perere","newrel_3544m",0
"27419","2017Q2","CS Perere","newrel_3544f",2
"27420","2017Q2","CS Perere","newrel_4554m",0
"27421","2017Q2","CS Perere","newrel_4554f",0
"27422","2017Q2","CS Perere","newrel_5564m",0
"27423","2017Q2","CS Perere","newrel_5564f",0
"27424","2017Q2","CS Perere","newrel_65m",1
"27425","2017Q2","CS Perere","newrel_65f",0
"27426","2017Q2","CS Perere","newrel_um",0
"27427","2017Q2","CS Perere","newrel_uf",0
"27428","2017Q3","CS Perere","newrel_04m",0
"27429","2017Q3","CS Perere","newrel_04f",0
"27430","2017Q3","CS Perere","newrel_514m",0
"27431","2017Q3","CS Perere","newrel_514f",0
"27432","2017Q3","CS Perere","newrel_1524m",0
"27433","2017Q3","CS Perere","newrel_1524f",0
"27434","2017Q3","CS Perere","newrel_2534m",1
"27435","2017Q3","CS Perere","newrel_2534f",2
"27436","2017Q3","CS Perere","newrel_3544m",0
"27437","2017Q3","CS Perere","newrel_3544f",0
"27438","2017Q3","CS Perere","newrel_4554m",0
"27439","2017Q3","CS Perere","newrel_4554f",0
"27440","2017Q3","CS Perere","newrel_5564m",1
"27441","2017Q3","CS Perere","newrel_5564f",0
"27442","2017Q3","CS Perere","newrel_65m",0
"27443","2017Q3","CS Perere","newrel_65f",0
"27444","2018Q1","CS Perere","newrel_04m",0
"27445","2018Q1","CS Perere","newrel_04f",0
"27446","2018Q1","CS Perere","newrel_514m",0
"27447","2018Q1","CS Perere","newrel_514f",0
"27448","2018Q1","CS Perere","newrel_1524m",1
"27449","2018Q1","CS Perere","newrel_1524f",0
"27450","2018Q1","CS Perere","newrel_2534m",1
"27451","2018Q1","CS Perere","newrel_2534f",0
"27452","2018Q1","CS Perere","newrel_3544m",0
"27453","2018Q1","CS Perere","newrel_3544f",0
"27454","2018Q1","CS Perere","newrel_4554m",0
"27455","2018Q1","CS Perere","newrel_4554f",0
"27456","2018Q1","CS Perere","newrel_5564m",0
"27457","2018Q1","CS Perere","newrel_5564f",0
"27458","2018Q1","CS Perere","newrel_65m",1
"27459","2018Q1","CS Perere","newrel_65f",0
"27460","2018Q4","CS Perere","newrel_04m",0
"27461","2018Q4","CS Perere","newrel_04f",0
"27462","2018Q4","CS Perere","newrel_514m",0
"27463","2018Q4","CS Perere","newrel_514f",0
"27464","2018Q4","CS Perere","newrel_1524m",0
"27465","2018Q4","CS Perere","newrel_1524f",0
"27466","2018Q4","CS Perere","newrel_2534m",1
"27467","2018Q4","CS Perere","newrel_2534f",0
"27468","2018Q4","CS Perere","newrel_3544m",0
"27469","2018Q4","CS Perere","newrel_3544f",0
"27470","2018Q4","CS Perere","newrel_4554m",1
"27471","2018Q4","CS Perere","newrel_4554f",0
"27472","2018Q4","CS Perere","newrel_5564m",0
"27473","2018Q4","CS Perere","newrel_5564f",0
"27474","2018Q4","CS Perere","newrel_65m",0
"27475","2018Q4","CS Perere","newrel_65f",0
"27476","2018Q2","CS Perere","newrel_04m",0
"27477","2018Q2","CS Perere","newrel_04f",1
"27478","2018Q2","CS Perere","newrel_514m",0
"27479","2018Q2","CS Perere","newrel_514f",0
"27480","2018Q2","CS Perere","newrel_1524m",0
"27481","2018Q2","CS Perere","newrel_1524f",0
"27482","2018Q2","CS Perere","newrel_2534m",0
"27483","2018Q2","CS Perere","newrel_2534f",1
"27484","2018Q2","CS Perere","newrel_3544m",0
"27485","2018Q2","CS Perere","newrel_3544f",0
"27486","2018Q2","CS Perere","newrel_4554m",1
"27487","2018Q2","CS Perere","newrel_4554f",0
"27488","2018Q2","CS Perere","newrel_5564m",0
"27489","2018Q2","CS Perere","newrel_5564f",0
"27490","2018Q2","CS Perere","newrel_65m",0
"27491","2018Q2","CS Perere","newrel_65f",0
"27492","2018Q3","CS Perere","newrel_04m",0
"27493","2018Q3","CS Perere","newrel_04f",0
"27494","2018Q3","CS Perere","newrel_514m",0
"27495","2018Q3","CS Perere","newrel_514f",0
"27496","2018Q3","CS Perere","newrel_1524m",0
"27497","2018Q3","CS Perere","newrel_1524f",0
"27498","2018Q3","CS Perere","newrel_2534m",1
"27499","2018Q3","CS Perere","newrel_2534f",1
"27500","2018Q3","CS Perere","newrel_3544m",2
"27501","2018Q3","CS Perere","newrel_3544f",0
"27502","2018Q3","CS Perere","newrel_4554m",2
"27503","2018Q3","CS Perere","newrel_4554f",0
"27504","2018Q3","CS Perere","newrel_5564m",0
"27505","2018Q3","CS Perere","newrel_5564f",0
"27506","2018Q3","CS Perere","newrel_65m",0
"27507","2018Q3","CS Perere","newrel_65f",0
"27508","2016Q4","CS Perere","hiv_art_out",0
"27509","2016Q3","CS Perere","hiv_art_out",0
"27510","2017Q1","CS Perere","hiv_art_out",0
"27511","2017Q4","CS Perere","hiv_art_out",0
"27512","2017Q2","CS Perere","hiv_art_out",1
"27513","2017Q3","CS Perere","hiv_art_out",0
"27514","2016Q4","CS Perere","hiv_cpt_out",0
"27515","2016Q3","CS Perere","hiv_cpt_out",0
"27516","2017Q1","CS Perere","hiv_cpt_out",0
"27517","2017Q4","CS Perere","hiv_cpt_out",0
"27518","2017Q2","CS Perere","hiv_cpt_out",1
"27519","2017Q3","CS Perere","hiv_cpt_out",0
"27520","2016Q4","CS Perere","hivtest_pos_out",0
"27521","2016Q3","CS Perere","hivtest_pos_out",0
"27522","2017Q1","CS Perere","hivtest_pos_out",0
"27523","2017Q4","CS Perere","hivtest_pos_out",0
"27524","2017Q2","CS Perere","hivtest_pos_out",1
"27525","2017Q3","CS Perere","hivtest_pos_out",0
"27526","2016Q1","CS Kalale","new_labconf",8
"27527","2016Q4","CS Kalale","new_labconf",4
"27528","2016Q2","CS Kalale","new_labconf",4
"27529","2016Q3","CS Kalale","new_labconf",3
"27530","2017Q1","CS Kalale","new_labconf",4
"27531","2017Q4","CS Kalale","new_labconf",9
"27532","2017Q2","CS Kalale","new_labconf",3
"27533","2017Q3","CS Kalale","new_labconf",2
"27534","2018Q1","CS Kalale","new_labconf",9
"27535","2018Q4","CS Kalale","new_labconf",2
"27536","2018Q2","CS Kalale","new_labconf",6
"27537","2018Q3","CS Kalale","new_labconf",4
"27538","2016Q1","CS Kalale","new_clindx",0
"27539","2016Q4","CS Kalale","new_clindx",1
"27540","2016Q2","CS Kalale","new_clindx",1
"27541","2016Q3","CS Kalale","new_clindx",0
"27542","2017Q1","CS Kalale","new_clindx",0
"27543","2017Q4","CS Kalale","new_clindx",0
"27544","2017Q2","CS Kalale","new_clindx",1
"27545","2017Q3","CS Kalale","new_clindx",0
"27546","2018Q1","CS Kalale","new_clindx",0
"27547","2018Q4","CS Kalale","new_clindx",0
"27548","2018Q2","CS Kalale","new_clindx",0
"27549","2018Q3","CS Kalale","new_clindx",0
"27550","2016Q1","CS Kalale","ret_rel_labconf",0
"27551","2016Q4","CS Kalale","ret_rel_labconf",0
"27552","2016Q2","CS Kalale","ret_rel_labconf",0
"27553","2016Q3","CS Kalale","ret_rel_labconf",0
"27554","2017Q1","CS Kalale","ret_rel_labconf",0
"27555","2017Q4","CS Kalale","ret_rel_labconf",0
"27556","2017Q2","CS Kalale","ret_rel_labconf",0
"27557","2017Q3","CS Kalale","ret_rel_labconf",0
"27558","2018Q1","CS Kalale","ret_rel_labconf",0
"27559","2018Q4","CS Kalale","ret_rel_labconf",0
"27560","2018Q2","CS Kalale","ret_rel_labconf",0
"27561","2018Q3","CS Kalale","ret_rel_labconf",0
"27562","2016Q1","CS Kalale","ret_rel_clindx",0
"27563","2016Q4","CS Kalale","ret_rel_clindx",0
"27564","2016Q2","CS Kalale","ret_rel_clindx",0
"27565","2016Q3","CS Kalale","ret_rel_clindx",0
"27566","2017Q1","CS Kalale","ret_rel_clindx",0
"27567","2017Q2","CS Kalale","ret_rel_clindx",0
"27568","2016Q1","CS Kalale","new_ep",0
"27569","2016Q4","CS Kalale","new_ep",0
"27570","2016Q2","CS Kalale","new_ep",0
"27571","2016Q3","CS Kalale","new_ep",0
"27572","2017Q1","CS Kalale","new_ep",0
"27573","2017Q4","CS Kalale","new_ep",0
"27574","2017Q2","CS Kalale","new_ep",1
"27575","2017Q3","CS Kalale","new_ep",0
"27576","2018Q1","CS Kalale","new_ep",0
"27577","2018Q4","CS Kalale","new_ep",1
"27578","2018Q2","CS Kalale","new_ep",0
"27579","2018Q3","CS Kalale","new_ep",0
"27580","2016Q1","CS Kalale","ret_rel_ep",0
"27581","2016Q4","CS Kalale","ret_rel_ep",0
"27582","2016Q2","CS Kalale","ret_rel_ep",0
"27583","2016Q3","CS Kalale","ret_rel_ep",0
"27584","2017Q1","CS Kalale","ret_rel_ep",0
"27585","2017Q2","CS Kalale","ret_rel_ep",0
"27586","2016Q1","CS Kalale","hivtest",8
"27587","2016Q4","CS Kalale","hivtest",5
"27588","2016Q2","CS Kalale","hivtest",5
"27589","2016Q3","CS Kalale","hivtest",3
"27590","2017Q1","CS Kalale","hivtest",4
"27591","2017Q4","CS Kalale","hivtest",9
"27592","2017Q2","CS Kalale","hivtest",5
"27593","2017Q3","CS Kalale","hivtest",3
"27594","2018Q1","CS Kalale","hivtest",9
"27595","2018Q4","CS Kalale","hivtest",3
"27596","2018Q2","CS Kalale","hivtest",6
"27597","2018Q3","CS Kalale","hivtest",4
"27598","2016Q1","CS Kalale","hivtest_pos",1
"27599","2016Q4","CS Kalale","hivtest_pos",0
"27600","2016Q2","CS Kalale","hivtest_pos",0
"27601","2016Q3","CS Kalale","hivtest_pos",0
"27602","2017Q1","CS Kalale","hivtest_pos",0
"27603","2017Q4","CS Kalale","hivtest_pos",0
"27604","2017Q2","CS Kalale","hivtest_pos",0
"27605","2017Q3","CS Kalale","hivtest_pos",0
"27606","2018Q1","CS Kalale","hivtest_pos",1
"27607","2018Q4","CS Kalale","hivtest_pos",0
"27608","2018Q2","CS Kalale","hivtest_pos",0
"27609","2018Q3","CS Kalale","hivtest_pos",0
"27610","2016Q1","CS Kalale","hiv_cpt",1
"27611","2016Q4","CS Kalale","hiv_cpt",0
"27612","2016Q2","CS Kalale","hiv_cpt",0
"27613","2016Q3","CS Kalale","hiv_cpt",0
"27614","2017Q1","CS Kalale","hiv_cpt",0
"27615","2017Q4","CS Kalale","hiv_cpt",0
"27616","2017Q2","CS Kalale","hiv_cpt",0
"27617","2017Q3","CS Kalale","hiv_cpt",0
"27618","2018Q1","CS Kalale","hiv_cpt",1
"27619","2018Q4","CS Kalale","hiv_cpt",0
"27620","2018Q2","CS Kalale","hiv_cpt",0
"27621","2018Q3","CS Kalale","hiv_cpt",0
"27622","2016Q1","CS Kalale","hiv_art",1
"27623","2016Q4","CS Kalale","hiv_art",0
"27624","2016Q2","CS Kalale","hiv_art",0
"27625","2016Q3","CS Kalale","hiv_art",0
"27626","2017Q1","CS Kalale","hiv_art",0
"27627","2017Q4","CS Kalale","hiv_art",0
"27628","2017Q2","CS Kalale","hiv_art",0
"27629","2017Q3","CS Kalale","hiv_art",0
"27630","2018Q1","CS Kalale","hiv_art",1
"27631","2018Q4","CS Kalale","hiv_art",0
"27632","2018Q2","CS Kalale","hiv_art",0
"27633","2018Q3","CS Kalale","hiv_art",0
"27634","2015Q4","CS Kalale","ret_nrel_fail",0
"27635","2015Q4","CS Kalale","ret_nrel_neval",0
"27636","2015Q4","CS Kalale","ret_nrel_died",0
"27637","2015Q4","CS Kalale","ret_nrel_lost",0
"27638","2015Q4","CS Kalale","ret_nrel_cmplt",0
"27639","2015Q4","CS Kalale","ret_nrel_cur",0
"27640","2015Q3","CS Kalale","ret_nrel_fail",0
"27641","2015Q3","CS Kalale","ret_nrel_neval",0
"27642","2015Q3","CS Kalale","ret_nrel_died",0
"27643","2015Q3","CS Kalale","ret_nrel_lost",0
"27644","2015Q3","CS Kalale","ret_nrel_cmplt",0
"27645","2015Q3","CS Kalale","ret_nrel_cur",0
"27646","2016Q1","CS Kalale","ret_nrel_fail",0
"27647","2016Q1","CS Kalale","ret_nrel_neval",0
"27648","2016Q1","CS Kalale","ret_nrel_died",0
"27649","2016Q1","CS Kalale","ret_nrel_lost",0
"27650","2016Q1","CS Kalale","ret_nrel_cmplt",0
"27651","2016Q1","CS Kalale","ret_nrel_cur",0
"27652","2015Q2","CS Kalale","ret_nrel_fail",0
"27653","2015Q2","CS Kalale","ret_nrel_neval",0
"27654","2015Q2","CS Kalale","ret_nrel_died",0
"27655","2015Q2","CS Kalale","ret_nrel_lost",0
"27656","2015Q2","CS Kalale","ret_nrel_cmplt",0
"27657","2015Q2","CS Kalale","ret_nrel_cur",0
"27658","2015Q1","CS Kalale","ret_nrel_fail",0
"27659","2015Q1","CS Kalale","ret_nrel_neval",0
"27660","2015Q1","CS Kalale","ret_nrel_died",0
"27661","2015Q1","CS Kalale","ret_nrel_lost",0
"27662","2015Q1","CS Kalale","ret_nrel_cmplt",0
"27663","2015Q1","CS Kalale","ret_nrel_cur",0
"27664","2016Q4","CS Kalale","ret_nrel_fail",0
"27665","2016Q4","CS Kalale","ret_nrel_neval",0
"27666","2016Q4","CS Kalale","ret_nrel_died",0
"27667","2016Q4","CS Kalale","ret_nrel_lost",0
"27668","2016Q4","CS Kalale","ret_nrel_cmplt",0
"27669","2016Q4","CS Kalale","ret_nrel_cur",0
"27670","2016Q2","CS Kalale","ret_nrel_fail",0
"27671","2016Q2","CS Kalale","ret_nrel_neval",0
"27672","2016Q2","CS Kalale","ret_nrel_died",0
"27673","2016Q2","CS Kalale","ret_nrel_lost",0
"27674","2016Q2","CS Kalale","ret_nrel_cmplt",0
"27675","2016Q2","CS Kalale","ret_nrel_cur",0
"27676","2016Q3","CS Kalale","ret_nrel_fail",0
"27677","2016Q3","CS Kalale","ret_nrel_neval",0
"27678","2016Q3","CS Kalale","ret_nrel_died",0
"27679","2016Q3","CS Kalale","ret_nrel_lost",0
"27680","2016Q3","CS Kalale","ret_nrel_cmplt",0
"27681","2016Q3","CS Kalale","ret_nrel_cur",0
"27682","2017Q1","CS Kalale","ret_nrel_fail",0
"27683","2017Q1","CS Kalale","ret_nrel_neval",0
"27684","2017Q1","CS Kalale","ret_nrel_died",0
"27685","2017Q1","CS Kalale","ret_nrel_lost",0
"27686","2017Q1","CS Kalale","ret_nrel_cmplt",0
"27687","2017Q1","CS Kalale","ret_nrel_cur",0
"27688","2017Q4","CS Kalale","ret_nrel_fail",0
"27689","2017Q4","CS Kalale","ret_nrel_neval",0
"27690","2017Q4","CS Kalale","ret_nrel_died",0
"27691","2017Q4","CS Kalale","ret_nrel_lost",0
"27692","2017Q4","CS Kalale","ret_nrel_cmplt",0
"27693","2017Q4","CS Kalale","ret_nrel_cur",0
"27694","2017Q2","CS Kalale","ret_nrel_fail",0
"27695","2017Q2","CS Kalale","ret_nrel_neval",0
"27696","2017Q2","CS Kalale","ret_nrel_died",0
"27697","2017Q2","CS Kalale","ret_nrel_lost",0
"27698","2017Q2","CS Kalale","ret_nrel_cmplt",0
"27699","2017Q2","CS Kalale","ret_nrel_cur",0
"27700","2017Q3","CS Kalale","ret_nrel_fail",0
"27701","2017Q3","CS Kalale","ret_nrel_neval",0
"27702","2017Q3","CS Kalale","ret_nrel_died",1
"27703","2017Q3","CS Kalale","ret_nrel_lost",0
"27704","2017Q3","CS Kalale","ret_nrel_cmplt",0
"27705","2017Q3","CS Kalale","ret_nrel_cur",0
"27706","2015Q4","CS Kalale","tbhiv_fail",0
"27707","2015Q4","CS Kalale","tbhiv_neval",0
"27708","2015Q4","CS Kalale","tbhiv_died",0
"27709","2015Q4","CS Kalale","tbhiv_lost",0
"27710","2015Q4","CS Kalale","tbhiv_cmplt",0
"27711","2015Q4","CS Kalale","tbhiv_cur",0
"27712","2015Q3","CS Kalale","tbhiv_fail",0
"27713","2015Q3","CS Kalale","tbhiv_neval",0
"27714","2015Q3","CS Kalale","tbhiv_died",0
"27715","2015Q3","CS Kalale","tbhiv_lost",0
"27716","2015Q3","CS Kalale","tbhiv_cmplt",0
"27717","2015Q3","CS Kalale","tbhiv_cur",0
"27718","2016Q1","CS Kalale","tbhiv_fail",0
"27719","2016Q1","CS Kalale","tbhiv_neval",0
"27720","2016Q1","CS Kalale","tbhiv_died",0
"27721","2016Q1","CS Kalale","tbhiv_lost",0
"27722","2016Q1","CS Kalale","tbhiv_cmplt",0
"27723","2016Q1","CS Kalale","tbhiv_cur",1
"27724","2015Q2","CS Kalale","tbhiv_fail",0
"27725","2015Q2","CS Kalale","tbhiv_neval",0
"27726","2015Q2","CS Kalale","tbhiv_died",0
"27727","2015Q2","CS Kalale","tbhiv_lost",0
"27728","2015Q2","CS Kalale","tbhiv_cmplt",0
"27729","2015Q2","CS Kalale","tbhiv_cur",0
"27730","2015Q1","CS Kalale","tbhiv_fail",0
"27731","2015Q1","CS Kalale","tbhiv_neval",0
"27732","2015Q1","CS Kalale","tbhiv_died",0
"27733","2015Q1","CS Kalale","tbhiv_lost",0
"27734","2015Q1","CS Kalale","tbhiv_cmplt",0
"27735","2015Q1","CS Kalale","tbhiv_cur",0
"27736","2016Q4","CS Kalale","tbhiv_fail",0
"27737","2016Q4","CS Kalale","tbhiv_neval",0
"27738","2016Q4","CS Kalale","tbhiv_died",0
"27739","2016Q4","CS Kalale","tbhiv_lost",0
"27740","2016Q4","CS Kalale","tbhiv_cmplt",0
"27741","2016Q4","CS Kalale","tbhiv_cur",0
"27742","2016Q2","CS Kalale","tbhiv_fail",0
"27743","2016Q2","CS Kalale","tbhiv_neval",0
"27744","2016Q2","CS Kalale","tbhiv_died",0
"27745","2016Q2","CS Kalale","tbhiv_lost",0
"27746","2016Q2","CS Kalale","tbhiv_cmplt",0
"27747","2016Q2","CS Kalale","tbhiv_cur",0
"27748","2016Q3","CS Kalale","tbhiv_fail",0
"27749","2016Q3","CS Kalale","tbhiv_neval",0
"27750","2016Q3","CS Kalale","tbhiv_died",0
"27751","2016Q3","CS Kalale","tbhiv_lost",0
"27752","2016Q3","CS Kalale","tbhiv_cmplt",0
"27753","2016Q3","CS Kalale","tbhiv_cur",0
"27754","2017Q1","CS Kalale","tbhiv_fail",0
"27755","2017Q1","CS Kalale","tbhiv_neval",0
"27756","2017Q1","CS Kalale","tbhiv_died",0
"27757","2017Q1","CS Kalale","tbhiv_lost",0
"27758","2017Q1","CS Kalale","tbhiv_cmplt",0
"27759","2017Q1","CS Kalale","tbhiv_cur",0
"27760","2017Q4","CS Kalale","tbhiv_fail",0
"27761","2017Q4","CS Kalale","tbhiv_neval",0
"27762","2017Q4","CS Kalale","tbhiv_died",0
"27763","2017Q4","CS Kalale","tbhiv_lost",0
"27764","2017Q4","CS Kalale","tbhiv_cmplt",0
"27765","2017Q4","CS Kalale","tbhiv_cur",0
"27766","2017Q2","CS Kalale","tbhiv_fail",0
"27767","2017Q2","CS Kalale","tbhiv_neval",0
"27768","2017Q2","CS Kalale","tbhiv_died",0
"27769","2017Q2","CS Kalale","tbhiv_lost",0
"27770","2017Q2","CS Kalale","tbhiv_cmplt",0
"27771","2017Q2","CS Kalale","tbhiv_cur",0
"27772","2017Q3","CS Kalale","tbhiv_fail",0
"27773","2017Q3","CS Kalale","tbhiv_neval",0
"27774","2017Q3","CS Kalale","tbhiv_died",0
"27775","2017Q3","CS Kalale","tbhiv_lost",0
"27776","2017Q3","CS Kalale","tbhiv_cmplt",0
"27777","2017Q3","CS Kalale","tbhiv_cur",0
"27778","2015Q4","CS Kalale","ret_nrel_coh",0
