"","period","orgunit","variable_name","value"
"1","2015Q4","Atacora-Donga","new_labconf",69
"2","2015Q3","Atacora-Donga","new_labconf",57
"3","2015Q2","Atacora-Donga","new_labconf",64
"4","2015Q1","Atacora-Donga","new_labconf",50
"5","2015Q4","Atacora-Donga","new_clindx",11
"6","2015Q3","Atacora-Donga","new_clindx",11
"7","2015Q2","Atacora-Donga","new_clindx",14
"8","2015Q1","Atacora-Donga","new_clindx",19
"9","2015Q4","Atacora-Donga","ret_rel_labconf",2
"10","2015Q3","Atacora-Donga","ret_rel_labconf",2
"11","2015Q2","Atacora-Donga","ret_rel_labconf",2
"12","2015Q1","Atacora-Donga","ret_rel_labconf",1
"13","2015Q4","Atacora-Donga","new_ep",6
"14","2015Q3","Atacora-Donga","new_ep",3
"15","2015Q2","Atacora-Donga","new_ep",6
"16","2015Q1","Atacora-Donga","new_ep",10
"17","2014Q4","Atacora-Donga","new_ep",5
"18","2014Q3","Atacora-Donga","new_ep",12
"19","2014Q2","Atacora-Donga","new_ep",12
"20","2014Q1","Atacora-Donga","new_ep",10
"21","2013Q4","Atacora-Donga","new_ep",5
"22","2012Q1","Atacora-Donga","new_ep",2
"23","2011Q1","Atacora-Donga","new_ep",6
"24","2013Q1","Atacora-Donga","new_ep",2
"25","2013Q2","Atacora-Donga","new_ep",2
"26","2013Q3","Atacora-Donga","new_ep",1
"27","2012Q4","Atacora-Donga","new_ep",4
"28","2012Q3","Atacora-Donga","new_ep",1
"29","2012Q2","Atacora-Donga","new_ep",3
"30","2011Q3","Atacora-Donga","new_ep",7
"31","2011Q2","Atacora-Donga","new_ep",7
"32","2011Q4","Atacora-Donga","new_ep",1
"33","2015Q4","Atacora-Donga","hivtest",90
"34","2015Q3","Atacora-Donga","hivtest",73
"35","2015Q2","Atacora-Donga","hivtest",87
"36","2015Q1","Atacora-Donga","hivtest",80
"37","2014Q4","Atacora-Donga","hivtest",71
"38","2014Q3","Atacora-Donga","hivtest",89
"39","2014Q2","Atacora-Donga","hivtest",86
"40","2014Q1","Atacora-Donga","hivtest",87
"41","2013Q4","Atacora-Donga","hivtest",71
"42","2012Q1","Atacora-Donga","hivtest",81
"43","2011Q1","Atacora-Donga","hivtest",69
"44","2013Q1","Atacora-Donga","hivtest",69
"45","2013Q2","Atacora-Donga","hivtest",47
"46","2013Q3","Atacora-Donga","hivtest",57
"47","2012Q4","Atacora-Donga","hivtest",66
"48","2012Q3","Atacora-Donga","hivtest",75
"49","2012Q2","Atacora-Donga","hivtest",55
"50","2011Q3","Atacora-Donga","hivtest",62
"51","2011Q2","Atacora-Donga","hivtest",57
"52","2011Q4","Atacora-Donga","hivtest",55
"53","2015Q4","Atacora-Donga","hivtest_pos",21
"54","2015Q3","Atacora-Donga","hivtest_pos",15
"55","2015Q2","Atacora-Donga","hivtest_pos",19
"56","2015Q1","Atacora-Donga","hivtest_pos",17
"57","2014Q4","Atacora-Donga","hivtest_pos",12
"58","2014Q3","Atacora-Donga","hivtest_pos",13
"59","2014Q2","Atacora-Donga","hivtest_pos",21
"60","2014Q1","Atacora-Donga","hivtest_pos",19
"61","2013Q4","Atacora-Donga","hivtest_pos",16
"62","2012Q1","Atacora-Donga","hivtest_pos",19
"63","2011Q1","Atacora-Donga","hivtest_pos",21
"64","2013Q1","Atacora-Donga","hivtest_pos",19
"65","2013Q2","Atacora-Donga","hivtest_pos",8
"66","2013Q3","Atacora-Donga","hivtest_pos",10
"67","2012Q4","Atacora-Donga","hivtest_pos",15
"68","2012Q3","Atacora-Donga","hivtest_pos",16
"69","2012Q2","Atacora-Donga","hivtest_pos",11
"70","2011Q3","Atacora-Donga","hivtest_pos",19
"71","2011Q2","Atacora-Donga","hivtest_pos",13
"72","2011Q4","Atacora-Donga","hivtest_pos",12
"73","2015Q4","Atacora-Donga","hiv_cpt",21
"74","2015Q3","Atacora-Donga","hiv_cpt",15
"75","2015Q2","Atacora-Donga","hiv_cpt",19
"76","2015Q1","Atacora-Donga","hiv_cpt",17
"77","2014Q4","Atacora-Donga","hiv_cpt",11
"78","2014Q3","Atacora-Donga","hiv_cpt",13
"79","2014Q2","Atacora-Donga","hiv_cpt",21
"80","2014Q1","Atacora-Donga","hiv_cpt",19
"81","2013Q4","Atacora-Donga","hiv_cpt",16
"82","2012Q1","Atacora-Donga","hiv_cpt",19
"83","2011Q1","Atacora-Donga","hiv_cpt",21
"84","2013Q1","Atacora-Donga","hiv_cpt",19
"85","2013Q2","Atacora-Donga","hiv_cpt",8
"86","2013Q3","Atacora-Donga","hiv_cpt",10
"87","2012Q4","Atacora-Donga","hiv_cpt",15
"88","2012Q3","Atacora-Donga","hiv_cpt",16
"89","2012Q2","Atacora-Donga","hiv_cpt",11
"90","2011Q3","Atacora-Donga","hiv_cpt",18
"91","2011Q2","Atacora-Donga","hiv_cpt",13
"92","2011Q4","Atacora-Donga","hiv_cpt",12
"93","2015Q4","Atacora-Donga","hiv_art",21
"94","2015Q3","Atacora-Donga","hiv_art",15
"95","2015Q2","Atacora-Donga","hiv_art",15
"96","2015Q1","Atacora-Donga","hiv_art",16
"97","2014Q4","Atacora-Donga","hiv_art",11
"98","2014Q3","Atacora-Donga","hiv_art",13
"99","2014Q2","Atacora-Donga","hiv_art",21
"100","2014Q1","Atacora-Donga","hiv_art",19
"101","2013Q4","Atacora-Donga","hiv_art",16
"102","2012Q1","Atacora-Donga","hiv_art",19
"103","2011Q1","Atacora-Donga","hiv_art",16
"104","2013Q1","Atacora-Donga","hiv_art",19
"105","2013Q2","Atacora-Donga","hiv_art",8
"106","2013Q3","Atacora-Donga","hiv_art",10
"107","2012Q4","Atacora-Donga","hiv_art",15
"108","2012Q3","Atacora-Donga","hiv_art",16
"109","2012Q2","Atacora-Donga","hiv_art",11
"110","2011Q3","Atacora-Donga","hiv_art",18
"111","2011Q2","Atacora-Donga","hiv_art",12
"112","2011Q4","Atacora-Donga","hiv_art",12
"113","2014","Atacora-Donga","mdr_fail",0
"114","2014","Atacora-Donga","mdr_neval",0
"115","2014","Atacora-Donga","mdr_died",0
"116","2014","Atacora-Donga","mdr_lost",0
"117","2014","Atacora-Donga","mdr_cmplt",0
"118","2014","Atacora-Donga","mdr_cur",2
"119","2013","Atacora-Donga","mdr_fail",0
"120","2013","Atacora-Donga","mdr_neval",0
"121","2013","Atacora-Donga","mdr_died",0
"122","2013","Atacora-Donga","mdr_lost",0
"123","2013","Atacora-Donga","mdr_cmplt",0
"124","2013","Atacora-Donga","mdr_cur",0
"125","2012","Atacora-Donga","mdr_fail",0
"126","2012","Atacora-Donga","mdr_neval",0
"127","2012","Atacora-Donga","mdr_died",0
"128","2012","Atacora-Donga","mdr_lost",0
"129","2012","Atacora-Donga","mdr_cmplt",0
"130","2012","Atacora-Donga","mdr_cur",0
"131","2011","Atacora-Donga","mdr_fail",0
"132","2011","Atacora-Donga","mdr_neval",0
"133","2011","Atacora-Donga","mdr_died",0
"134","2011","Atacora-Donga","mdr_lost",0
"135","2011","Atacora-Donga","mdr_cmplt",0
"136","2011","Atacora-Donga","mdr_cur",0
"137","2014","Atacora-Donga","mdr_coh",2
"138","2013","Atacora-Donga","mdr_coh",0
"139","2012","Atacora-Donga","mdr_coh",0
"140","2011","Atacora-Donga","mdr_coh",0
"141","2015Q4","Atacora-Donga","ret_nrel_labconf",2
"142","2015Q3","Atacora-Donga","ret_nrel_labconf",0
"143","2015Q2","Atacora-Donga","ret_nrel_labconf",1
"144","2015Q1","Atacora-Donga","ret_nrel_labconf",1
"145","2015Q4","Atacora-Donga","oth_labconf",0
"146","2015Q3","Atacora-Donga","oth_labconf",0
"147","2015Q2","Atacora-Donga","oth_labconf",0
"148","2015Q1","Atacora-Donga","oth_labconf",0
"149","2015Q4","Atacora-Donga","presumptive_test",793
"150","2015Q3","Atacora-Donga","presumptive_test",707
"151","2015Q2","Atacora-Donga","presumptive_test",553
"152","2015Q1","Atacora-Donga","presumptive_test",690
"153","2015Q4","Atacora-Donga","presumptive_testpos",72
"154","2015Q3","Atacora-Donga","presumptive_testpos",66
"155","2015Q2","Atacora-Donga","presumptive_testpos",76
"156","2015Q1","Atacora-Donga","presumptive_testpos",59
"157","2015","Atacora-Donga","e_pop_num",1370526
"158","2014","Atacora-Donga","e_pop_num",1327056
"159","2013","Atacora-Donga","e_pop_num",1285007
"160","2012","Atacora-Donga","e_pop_num",1244221
"161","2011","Atacora-Donga","e_pop_num",1204689
"162","2015Q4","Atacora-Donga","newrel_04m",0
"163","2015Q4","Atacora-Donga","newrel_04f",0
"164","2015Q4","Atacora-Donga","newrel_514m",0
"165","2015Q4","Atacora-Donga","newrel_514f",1
"166","2015Q4","Atacora-Donga","newrel_1524m",5
"167","2015Q4","Atacora-Donga","newrel_1524f",6
"168","2015Q4","Atacora-Donga","newrel_2534m",7
"169","2015Q4","Atacora-Donga","newrel_2534f",15
"170","2015Q4","Atacora-Donga","newrel_3544m",12
"171","2015Q4","Atacora-Donga","newrel_3544f",9
"172","2015Q4","Atacora-Donga","newrel_4554m",11
"173","2015Q4","Atacora-Donga","newrel_4554f",9
"174","2015Q4","Atacora-Donga","newrel_5564m",6
"175","2015Q4","Atacora-Donga","newrel_5564f",3
"176","2015Q4","Atacora-Donga","newrel_65m",2
"177","2015Q4","Atacora-Donga","newrel_65f",2
"178","2015Q3","Atacora-Donga","newrel_04m",0
"179","2015Q3","Atacora-Donga","newrel_04f",0
"180","2015Q3","Atacora-Donga","newrel_514m",0
"181","2015Q3","Atacora-Donga","newrel_514f",3
"182","2015Q3","Atacora-Donga","newrel_1524m",5
"183","2015Q3","Atacora-Donga","newrel_1524f",5
"184","2015Q3","Atacora-Donga","newrel_2534m",15
"185","2015Q3","Atacora-Donga","newrel_2534f",11
"186","2015Q3","Atacora-Donga","newrel_3544m",9
"187","2015Q3","Atacora-Donga","newrel_3544f",5
"188","2015Q3","Atacora-Donga","newrel_4554m",5
"189","2015Q3","Atacora-Donga","newrel_4554f",0
"190","2015Q3","Atacora-Donga","newrel_5564m",5
"191","2015Q3","Atacora-Donga","newrel_5564f",5
"192","2015Q3","Atacora-Donga","newrel_65m",5
"193","2015Q3","Atacora-Donga","newrel_65f",0
"194","2015Q2","Atacora-Donga","newrel_04m",1
"195","2015Q2","Atacora-Donga","newrel_04f",0
"196","2015Q2","Atacora-Donga","newrel_514m",1
"197","2015Q2","Atacora-Donga","newrel_514f",4
"198","2015Q2","Atacora-Donga","newrel_1524m",2
"199","2015Q2","Atacora-Donga","newrel_1524f",7
"200","2015Q2","Atacora-Donga","newrel_2534m",11
"201","2015Q2","Atacora-Donga","newrel_2534f",13
"202","2015Q2","Atacora-Donga","newrel_3544m",9
"203","2015Q2","Atacora-Donga","newrel_3544f",4
"204","2015Q2","Atacora-Donga","newrel_4554m",14
"205","2015Q2","Atacora-Donga","newrel_4554f",5
"206","2015Q2","Atacora-Donga","newrel_5564m",5
"207","2015Q2","Atacora-Donga","newrel_5564f",4
"208","2015Q2","Atacora-Donga","newrel_65m",6
"209","2015Q2","Atacora-Donga","newrel_65f",0
"210","2015Q1","Atacora-Donga","newrel_04m",0
"211","2015Q1","Atacora-Donga","newrel_04f",0
"212","2015Q1","Atacora-Donga","newrel_514m",1
"213","2015Q1","Atacora-Donga","newrel_514f",0
"214","2015Q1","Atacora-Donga","newrel_1524m",1
"215","2015Q1","Atacora-Donga","newrel_1524f",13
"216","2015Q1","Atacora-Donga","newrel_2534m",10
"217","2015Q1","Atacora-Donga","newrel_2534f",9
"218","2015Q1","Atacora-Donga","newrel_3544m",13
"219","2015Q1","Atacora-Donga","newrel_3544f",5
"220","2015Q1","Atacora-Donga","newrel_4554m",8
"221","2015Q1","Atacora-Donga","newrel_4554f",6
"222","2015Q1","Atacora-Donga","newrel_5564m",3
"223","2015Q1","Atacora-Donga","newrel_5564f",1
"224","2015Q1","Atacora-Donga","newrel_65m",6
"225","2015Q1","Atacora-Donga","newrel_65f",4
"226","2015Q4","Zou-Collines","new_labconf",113
"227","2015Q3","Zou-Collines","new_labconf",108
"228","2015Q2","Zou-Collines","new_labconf",102
"229","2015Q1","Zou-Collines","new_labconf",117
"230","2015Q4","Zou-Collines","new_clindx",3
"231","2015Q3","Zou-Collines","new_clindx",7
"232","2015Q2","Zou-Collines","new_clindx",8
"233","2015Q1","Zou-Collines","new_clindx",5
"234","2015Q4","Zou-Collines","ret_rel_labconf",6
"235","2015Q3","Zou-Collines","ret_rel_labconf",5
"236","2015Q2","Zou-Collines","ret_rel_labconf",1
"237","2015Q1","Zou-Collines","ret_rel_labconf",1
"238","2015Q4","Zou-Collines","new_ep",18
"239","2015Q3","Zou-Collines","new_ep",11
"240","2015Q2","Zou-Collines","new_ep",20
"241","2015Q1","Zou-Collines","new_ep",13
"242","2014Q4","Zou-Collines","new_ep",10
"243","2014Q3","Zou-Collines","new_ep",8
"244","2014Q2","Zou-Collines","new_ep",6
"245","2014Q1","Zou-Collines","new_ep",24
"246","2013Q4","Zou-Collines","new_ep",8
"247","2012Q1","Zou-Collines","new_ep",15
"248","2011Q1","Zou-Collines","new_ep",27
"249","2013Q1","Zou-Collines","new_ep",12
"250","2013Q2","Zou-Collines","new_ep",7
"251","2013Q3","Zou-Collines","new_ep",6
"252","2012Q4","Zou-Collines","new_ep",12
"253","2012Q3","Zou-Collines","new_ep",6
"254","2012Q2","Zou-Collines","new_ep",10
"255","2011Q3","Zou-Collines","new_ep",11
"256","2011Q2","Zou-Collines","new_ep",12
"257","2011Q4","Zou-Collines","new_ep",22
"258","2015Q4","Zou-Collines","hivtest",145
"259","2015Q3","Zou-Collines","hivtest",135
"260","2015Q2","Zou-Collines","hivtest",136
"261","2015Q1","Zou-Collines","hivtest",137
"262","2014Q4","Zou-Collines","hivtest",109
"263","2014Q3","Zou-Collines","hivtest",107
"264","2014Q2","Zou-Collines","hivtest",123
"265","2014Q1","Zou-Collines","hivtest",154
"266","2013Q4","Zou-Collines","hivtest",124
"267","2012Q1","Zou-Collines","hivtest",151
"268","2011Q1","Zou-Collines","hivtest",164
"269","2013Q1","Zou-Collines","hivtest",150
"270","2013Q2","Zou-Collines","hivtest",119
"271","2013Q3","Zou-Collines","hivtest",119
"272","2012Q4","Zou-Collines","hivtest",124
"273","2012Q3","Zou-Collines","hivtest",123
"274","2012Q2","Zou-Collines","hivtest",115
"275","2011Q3","Zou-Collines","hivtest",98
"276","2011Q2","Zou-Collines","hivtest",145
"277","2011Q4","Zou-Collines","hivtest",156
"278","2015Q4","Zou-Collines","hivtest_pos",16
"279","2015Q3","Zou-Collines","hivtest_pos",16
"280","2015Q2","Zou-Collines","hivtest_pos",13
"281","2015Q1","Zou-Collines","hivtest_pos",16
"282","2014Q4","Zou-Collines","hivtest_pos",14
"283","2014Q3","Zou-Collines","hivtest_pos",15
"284","2014Q2","Zou-Collines","hivtest_pos",17
"285","2014Q1","Zou-Collines","hivtest_pos",22
"286","2013Q4","Zou-Collines","hivtest_pos",14
"287","2012Q1","Zou-Collines","hivtest_pos",20
"288","2011Q1","Zou-Collines","hivtest_pos",11
"289","2013Q1","Zou-Collines","hivtest_pos",22
"290","2013Q2","Zou-Collines","hivtest_pos",13
"291","2013Q3","Zou-Collines","hivtest_pos",12
"292","2012Q4","Zou-Collines","hivtest_pos",21
"293","2012Q3","Zou-Collines","hivtest_pos",11
"294","2012Q2","Zou-Collines","hivtest_pos",18
"295","2011Q3","Zou-Collines","hivtest_pos",14
"296","2011Q2","Zou-Collines","hivtest_pos",17
"297","2011Q4","Zou-Collines","hivtest_pos",28
"298","2015Q4","Zou-Collines","hiv_cpt",16
"299","2015Q3","Zou-Collines","hiv_cpt",15
"300","2015Q2","Zou-Collines","hiv_cpt",13
"301","2015Q1","Zou-Collines","hiv_cpt",16
"302","2014Q4","Zou-Collines","hiv_cpt",14
"303","2014Q3","Zou-Collines","hiv_cpt",15
"304","2014Q2","Zou-Collines","hiv_cpt",17
"305","2014Q1","Zou-Collines","hiv_cpt",22
"306","2013Q4","Zou-Collines","hiv_cpt",13
"307","2012Q1","Zou-Collines","hiv_cpt",20
"308","2011Q1","Zou-Collines","hiv_cpt",11
"309","2013Q1","Zou-Collines","hiv_cpt",22
"310","2013Q2","Zou-Collines","hiv_cpt",13
"311","2013Q3","Zou-Collines","hiv_cpt",12
"312","2012Q4","Zou-Collines","hiv_cpt",21
"313","2012Q3","Zou-Collines","hiv_cpt",11
"314","2012Q2","Zou-Collines","hiv_cpt",18
"315","2011Q3","Zou-Collines","hiv_cpt",14
"316","2011Q2","Zou-Collines","hiv_cpt",16
"317","2011Q4","Zou-Collines","hiv_cpt",28
"318","2015Q4","Zou-Collines","hiv_art",15
"319","2015Q3","Zou-Collines","hiv_art",15
"320","2015Q2","Zou-Collines","hiv_art",10
"321","2015Q1","Zou-Collines","hiv_art",15
"322","2014Q4","Zou-Collines","hiv_art",11
"323","2014Q3","Zou-Collines","hiv_art",15
"324","2014Q2","Zou-Collines","hiv_art",17
"325","2014Q1","Zou-Collines","hiv_art",20
"326","2013Q4","Zou-Collines","hiv_art",11
"327","2012Q1","Zou-Collines","hiv_art",15
"328","2011Q1","Zou-Collines","hiv_art",7
"329","2013Q1","Zou-Collines","hiv_art",18
"330","2013Q2","Zou-Collines","hiv_art",12
"331","2013Q3","Zou-Collines","hiv_art",12
"332","2012Q4","Zou-Collines","hiv_art",16
"333","2012Q3","Zou-Collines","hiv_art",10
"334","2012Q2","Zou-Collines","hiv_art",16
"335","2011Q3","Zou-Collines","hiv_art",13
"336","2011Q2","Zou-Collines","hiv_art",12
"337","2011Q4","Zou-Collines","hiv_art",19
"338","2014","Zou-Collines","mdr_fail",0
"339","2014","Zou-Collines","mdr_neval",0
"340","2014","Zou-Collines","mdr_died",0
"341","2014","Zou-Collines","mdr_lost",0
"342","2014","Zou-Collines","mdr_cmplt",0
"343","2014","Zou-Collines","mdr_cur",2
"344","2013","Zou-Collines","mdr_fail",0
"345","2013","Zou-Collines","mdr_neval",0
"346","2013","Zou-Collines","mdr_died",0
"347","2013","Zou-Collines","mdr_lost",0
"348","2013","Zou-Collines","mdr_cmplt",0
"349","2013","Zou-Collines","mdr_cur",0
"350","2012","Zou-Collines","mdr_fail",0
"351","2012","Zou-Collines","mdr_neval",0
"352","2012","Zou-Collines","mdr_died",1
"353","2012","Zou-Collines","mdr_lost",0
"354","2012","Zou-Collines","mdr_cmplt",0
"355","2012","Zou-Collines","mdr_cur",0
"356","2011","Zou-Collines","mdr_fail",0
"357","2011","Zou-Collines","mdr_neval",0
"358","2011","Zou-Collines","mdr_died",0
"359","2011","Zou-Collines","mdr_lost",0
"360","2011","Zou-Collines","mdr_cmplt",0
"361","2011","Zou-Collines","mdr_cur",0
"362","2014","Zou-Collines","mdr_coh",2
"363","2013","Zou-Collines","mdr_coh",0
"364","2012","Zou-Collines","mdr_coh",1
"365","2011","Zou-Collines","mdr_coh",0
"366","2015Q4","Zou-Collines","ret_nrel_labconf",4
"367","2015Q3","Zou-Collines","ret_nrel_labconf",4
"368","2015Q2","Zou-Collines","ret_nrel_labconf",5
"369","2015Q1","Zou-Collines","ret_nrel_labconf",0
"370","2015Q4","Zou-Collines","oth_labconf",0
"371","2015Q3","Zou-Collines","oth_labconf",0
"372","2015Q2","Zou-Collines","oth_labconf",0
"373","2015Q1","Zou-Collines","oth_labconf",0
"374","2015Q4","Zou-Collines","ret_nrel_clindx",1
"375","2015Q1","Zou-Collines","ret_nrel_clindx",1
"376","2015Q4","Zou-Collines","presumptive_test",680
"377","2015Q3","Zou-Collines","presumptive_test",616
"378","2015Q2","Zou-Collines","presumptive_test",611
"379","2015Q1","Zou-Collines","presumptive_test",718
"380","2015Q4","Zou-Collines","presumptive_testpos",123
"381","2015Q3","Zou-Collines","presumptive_testpos",15
"382","2015Q2","Zou-Collines","presumptive_testpos",115
"383","2015Q1","Zou-Collines","presumptive_testpos",142
"384","2015","Zou-Collines","e_pop_num",1730723
"385","2014","Zou-Collines","e_pop_num",1675828
"386","2013","Zou-Collines","e_pop_num",1622731
"387","2012","Zou-Collines","e_pop_num",1571223
"388","2011","Zou-Collines","e_pop_num",1521303
"389","2015Q4","Zou-Collines","newrel_04m",0
"390","2015Q4","Zou-Collines","newrel_04f",0
"391","2015Q4","Zou-Collines","newrel_514m",5
"392","2015Q4","Zou-Collines","newrel_514f",3
"393","2015Q4","Zou-Collines","newrel_1524m",16
"394","2015Q4","Zou-Collines","newrel_1524f",18
"395","2015Q4","Zou-Collines","newrel_2534m",15
"396","2015Q4","Zou-Collines","newrel_2534f",5
"397","2015Q4","Zou-Collines","newrel_3544m",24
"398","2015Q4","Zou-Collines","newrel_3544f",7
"399","2015Q4","Zou-Collines","newrel_4554m",10
"400","2015Q4","Zou-Collines","newrel_4554f",6
"401","2015Q4","Zou-Collines","newrel_5564m",17
"402","2015Q4","Zou-Collines","newrel_5564f",2
"403","2015Q4","Zou-Collines","newrel_65m",9
"404","2015Q4","Zou-Collines","newrel_65f",3
"405","2015Q3","Zou-Collines","newrel_04m",2
"406","2015Q3","Zou-Collines","newrel_04f",1
"407","2015Q3","Zou-Collines","newrel_514m",1
"408","2015Q3","Zou-Collines","newrel_514f",0
"409","2015Q3","Zou-Collines","newrel_1524m",6
"410","2015Q3","Zou-Collines","newrel_1524f",12
"411","2015Q3","Zou-Collines","newrel_2534m",21
"412","2015Q3","Zou-Collines","newrel_2534f",13
"413","2015Q3","Zou-Collines","newrel_3544m",24
"414","2015Q3","Zou-Collines","newrel_3544f",8
"415","2015Q3","Zou-Collines","newrel_4554m",19
"416","2015Q3","Zou-Collines","newrel_4554f",5
"417","2015Q3","Zou-Collines","newrel_5564m",9
"418","2015Q3","Zou-Collines","newrel_5564f",0
"419","2015Q3","Zou-Collines","newrel_65m",7
"420","2015Q3","Zou-Collines","newrel_65f",3
"421","2015Q2","Zou-Collines","newrel_04m",0
"422","2015Q2","Zou-Collines","newrel_04f",0
"423","2015Q2","Zou-Collines","newrel_514m",2
"424","2015Q2","Zou-Collines","newrel_514f",3
"425","2015Q2","Zou-Collines","newrel_1524m",12
"426","2015Q2","Zou-Collines","newrel_1524f",11
"427","2015Q2","Zou-Collines","newrel_2534m",14
"428","2015Q2","Zou-Collines","newrel_2534f",13
"429","2015Q2","Zou-Collines","newrel_3544m",26
"430","2015Q2","Zou-Collines","newrel_3544f",7
"431","2015Q2","Zou-Collines","newrel_4554m",21
"432","2015Q2","Zou-Collines","newrel_4554f",5
"433","2015Q2","Zou-Collines","newrel_5564m",8
"434","2015Q2","Zou-Collines","newrel_5564f",1
"435","2015Q2","Zou-Collines","newrel_65m",5
"436","2015Q2","Zou-Collines","newrel_65f",3
"437","2015Q1","Zou-Collines","newrel_04m",0
"438","2015Q1","Zou-Collines","newrel_04f",1
"439","2015Q1","Zou-Collines","newrel_514m",5
"440","2015Q1","Zou-Collines","newrel_514f",6
"441","2015Q1","Zou-Collines","newrel_1524m",13
"442","2015Q1","Zou-Collines","newrel_1524f",10
"443","2015Q1","Zou-Collines","newrel_2534m",16
"444","2015Q1","Zou-Collines","newrel_2534f",10
"445","2015Q1","Zou-Collines","newrel_3544m",22
"446","2015Q1","Zou-Collines","newrel_3544f",5
"447","2015Q1","Zou-Collines","newrel_4554m",17
"448","2015Q1","Zou-Collines","newrel_4554f",7
"449","2015Q1","Zou-Collines","newrel_5564m",7
"450","2015Q1","Zou-Collines","newrel_5564f",8
"451","2015Q1","Zou-Collines","newrel_65m",6
"452","2015Q1","Zou-Collines","newrel_65f",3
"453","2015Q4","Ouémé-Plateau","new_labconf",153
"454","2015Q3","Ouémé-Plateau","new_labconf",159
"455","2015Q2","Ouémé-Plateau","new_labconf",168
"456","2015Q1","Ouémé-Plateau","new_labconf",157
"457","2015Q4","Ouémé-Plateau","new_clindx",11
"458","2015Q3","Ouémé-Plateau","new_clindx",0
"459","2015Q2","Ouémé-Plateau","new_clindx",9
"460","2015Q1","Ouémé-Plateau","new_clindx",9
"461","2015Q4","Ouémé-Plateau","ret_rel_labconf",5
"462","2015Q3","Ouémé-Plateau","ret_rel_labconf",7
"463","2015Q2","Ouémé-Plateau","ret_rel_labconf",2
"464","2015Q1","Ouémé-Plateau","ret_rel_labconf",4
"465","2015Q4","Ouémé-Plateau","new_ep",10
"466","2015Q3","Ouémé-Plateau","new_ep",12
"467","2015Q2","Ouémé-Plateau","new_ep",9
"468","2015Q1","Ouémé-Plateau","new_ep",9
"469","2014Q4","Ouémé-Plateau","new_ep",10
"470","2014Q3","Ouémé-Plateau","new_ep",7
"471","2014Q2","Ouémé-Plateau","new_ep",5
"472","2014Q1","Ouémé-Plateau","new_ep",9
"473","2013Q4","Ouémé-Plateau","new_ep",12
"474","2012Q1","Ouémé-Plateau","new_ep",7
"475","2011Q1","Ouémé-Plateau","new_ep",5
"476","2013Q1","Ouémé-Plateau","new_ep",5
"477","2013Q2","Ouémé-Plateau","new_ep",6
"478","2013Q3","Ouémé-Plateau","new_ep",13
"479","2012Q4","Ouémé-Plateau","new_ep",7
"480","2012Q3","Ouémé-Plateau","new_ep",15
"481","2012Q2","Ouémé-Plateau","new_ep",13
"482","2011Q3","Ouémé-Plateau","new_ep",12
"483","2011Q2","Ouémé-Plateau","new_ep",10
"484","2011Q4","Ouémé-Plateau","new_ep",12
"485","2015Q4","Ouémé-Plateau","hivtest",178
"486","2015Q3","Ouémé-Plateau","hivtest",178
"487","2015Q2","Ouémé-Plateau","hivtest",187
"488","2015Q1","Ouémé-Plateau","hivtest",174
"489","2014Q4","Ouémé-Plateau","hivtest",184
"490","2014Q3","Ouémé-Plateau","hivtest",152
"491","2014Q2","Ouémé-Plateau","hivtest",159
"492","2014Q1","Ouémé-Plateau","hivtest",161
"493","2013Q4","Ouémé-Plateau","hivtest",148
"494","2012Q1","Ouémé-Plateau","hivtest",220
"495","2011Q1","Ouémé-Plateau","hivtest",219
"496","2013Q1","Ouémé-Plateau","hivtest",219
"497","2013Q2","Ouémé-Plateau","hivtest",189
"498","2013Q3","Ouémé-Plateau","hivtest",166
"499","2012Q4","Ouémé-Plateau","hivtest",199
"500","2012Q3","Ouémé-Plateau","hivtest",214
"501","2012Q2","Ouémé-Plateau","hivtest",209
"502","2011Q3","Ouémé-Plateau","hivtest",198
"503","2011Q2","Ouémé-Plateau","hivtest",212
"504","2011Q4","Ouémé-Plateau","hivtest",188
"505","2015Q4","Ouémé-Plateau","hivtest_pos",27
"506","2015Q3","Ouémé-Plateau","hivtest_pos",23
"507","2015Q2","Ouémé-Plateau","hivtest_pos",27
"508","2015Q1","Ouémé-Plateau","hivtest_pos",16
"509","2014Q4","Ouémé-Plateau","hivtest_pos",20
"510","2014Q3","Ouémé-Plateau","hivtest_pos",22
"511","2014Q2","Ouémé-Plateau","hivtest_pos",18
"512","2014Q1","Ouémé-Plateau","hivtest_pos",20
"513","2013Q4","Ouémé-Plateau","hivtest_pos",20
"514","2012Q1","Ouémé-Plateau","hivtest_pos",22
"515","2011Q1","Ouémé-Plateau","hivtest_pos",28
"516","2013Q1","Ouémé-Plateau","hivtest_pos",24
"517","2013Q2","Ouémé-Plateau","hivtest_pos",22
"518","2013Q3","Ouémé-Plateau","hivtest_pos",20
"519","2012Q4","Ouémé-Plateau","hivtest_pos",19
"520","2012Q3","Ouémé-Plateau","hivtest_pos",23
"521","2012Q2","Ouémé-Plateau","hivtest_pos",23
"522","2011Q3","Ouémé-Plateau","hivtest_pos",23
"523","2011Q2","Ouémé-Plateau","hivtest_pos",32
"524","2011Q4","Ouémé-Plateau","hivtest_pos",25
"525","2015Q4","Ouémé-Plateau","hiv_cpt",25
"526","2015Q3","Ouémé-Plateau","hiv_cpt",23
"527","2015Q2","Ouémé-Plateau","hiv_cpt",27
"528","2015Q1","Ouémé-Plateau","hiv_cpt",16
